"game","tier","slug","filename","text","variants","shared","note"
"Floor is Lava","system","all-done","all-done.mp3","All done!","1","yes","closing pool A — time-up (shared)"
"Floor is Lava","system","great-job","great-job.mp3","Great job!","1","yes","closing pool B — generic praise (shared with Red Light)"
"Floor is Lava","system","good-job","good-job.mp3","Good job!","1","yes","closing pool B — generic praise (shared with Red Light)"
"Floor is Lava","system","nice-work","nice-work.mp3","Nice work!","1","yes","closing pool B — generic praise (shared with Red Light)"
"Floor is Lava","system","well-done","well-done.mp3","Well done!","1","yes","closing pool B — generic praise (shared with Red Light)"
"Floor is Lava","system","you-did-it","you-did-it.mp3","You did it!","1","yes","closing pool B — generic praise (shared with Red Light)"
"Floor is Lava","system","awesome","awesome.mp3","Awesome!","1","yes","closing pool B — generic praise (shared with Red Light)"
"Floor is Lava","content","spin-in-a-circle","spin-in-a-circle.mp3","Spin in a circle!","1","",""
"Floor is Lava","content","jump-up-and-down","jump-up-and-down.mp3","Jump up and down!","1","",""
"Floor is Lava","content","clap-five-times","clap-five-times.mp3","Clap five times!","1","",""
"Floor is Lava","content","stand-on-tiptoes","stand-on-tiptoes.mp3","Stand on tiptoes!","1","",""
"Floor is Lava","content","skip-in-place","skip-in-place.mp3","Skip in place!","1","",""
"Floor is Lava","content","run-in-place","run-in-place.mp3","Run in place!","1","",""
"Floor is Lava","content","hop-forward-five-times","hop-forward-five-times.mp3","Hop forward five times!","1","",""
"Floor is Lava","content","hop-backward-five-times","hop-backward-five-times.mp3","Hop backward five times!","1","",""
"Floor is Lava","content","bounce-on-your-toes","bounce-on-your-toes.mp3","Bounce on your toes!","1","",""
"Floor is Lava","content","wiggle-your-whole-body","wiggle-your-whole-body.mp3","Wiggle your whole body!","1","",""
"Floor is Lava","content","spin-like-a-top","spin-like-a-top.mp3","Spin like a top!","1","",""
"Floor is Lava","content","march-around-the-room","march-around-the-room.mp3","March around the room!","1","",""
"Floor is Lava","content","walk-backwards","walk-backwards.mp3","Walk backwards!","1","",""
"Floor is Lava","content","tiptoe-slowly","tiptoe-slowly.mp3","Tiptoe slowly!","1","",""
"Floor is Lava","content","crawl-on-hands-and-knees","crawl-on-hands-and-knees.mp3","Crawl on hands and knees!","1","",""
"Floor is Lava","content","bark-like-a-dog","bark-like-a-dog.mp3","Bark like a dog!","1","",""
"Floor is Lava","content","roar-like-a-lion","roar-like-a-lion.mp3","Roar like a lion!","1","",""
"Floor is Lava","content","hop-like-a-bunny","hop-like-a-bunny.mp3","Hop like a bunny!","1","",""
"Floor is Lava","content","flap-like-a-bird","flap-like-a-bird.mp3","Flap like a bird!","1","",""
"Floor is Lava","content","slither-like-a-snake","slither-like-a-snake.mp3","Slither like a snake!","1","",""
"Floor is Lava","content","stomp-like-an-elephant","stomp-like-an-elephant.mp3","Stomp like an elephant!","1","",""
"Floor is Lava","content","crawl-like-a-crab","crawl-like-a-crab.mp3","Crawl like a crab!","1","",""
"Floor is Lava","content","jump-like-a-frog","jump-like-a-frog.mp3","Jump like a frog!","1","",""
"Floor is Lava","content","howl-like-a-wolf","howl-like-a-wolf.mp3","Howl like a wolf!","1","",""
"Floor is Lava","content","waddle-like-a-penguin","waddle-like-a-penguin.mp3","Waddle like a penguin!","1","yes",""
"Floor is Lava","content","buzz-like-a-bee","buzz-like-a-bee.mp3","Buzz like a bee!","1","",""
"Floor is Lava","content","gallop-like-a-horse","gallop-like-a-horse.mp3","Gallop like a horse!","1","",""
"Floor is Lava","content","roar-like-a-dinosaur","roar-like-a-dinosaur.mp3","Roar like a dinosaur!","1","yes",""
"Floor is Lava","content","stretch-like-a-cat","stretch-like-a-cat.mp3","Stretch like a cat!","1","",""
"Floor is Lava","content","swing-like-a-monkey","swing-like-a-monkey.mp3","Swing like a monkey!","1","",""
"Floor is Lava","content","bounce-like-a-kangaroo","bounce-like-a-kangaroo.mp3","Bounce like a kangaroo!","1","",""
"Floor is Lava","content","do-five-jumping-jacks","do-five-jumping-jacks.mp3","Do five jumping jacks!","1","",""
"Floor is Lava","content","do-five-squats","do-five-squats.mp3","Do five squats!","1","",""
"Floor is Lava","content","do-five-lunges","do-five-lunges.mp3","Do five lunges!","1","",""
"Floor is Lava","content","do-five-pushups","do-five-pushups.mp3","Do five push-ups!","1","",""
"Floor is Lava","content","high-knees-for-five-seconds","high-knees-for-five-seconds.mp3","High knees for five seconds!","1","",""
"Floor is Lava","content","hold-a-plank-for-five-seconds","hold-a-plank-for-five-seconds.mp3","Hold a plank for five seconds!","1","",""
"Floor is Lava","content","balance-on-one-foot","balance-on-one-foot.mp3","Balance on one foot!","1","yes",""
"Floor is Lava","content","stand-like-a-flamingo-for-five-seconds","stand-like-a-flamingo-for-five-seconds.mp3","Stand like a flamingo for five seconds!","1","",""
"Floor is Lava","content","be-a-statue-for-five-seconds","be-a-statue-for-five-seconds.mp3","Be a statue for five seconds!","1","",""
"Floor is Lava","content","hold-a-tree-pose","hold-a-tree-pose.mp3","Hold a tree pose!","1","",""
"Floor is Lava","content","balance-on-tiptoes-for-five-seconds","balance-on-tiptoes-for-five-seconds.mp3","Balance on tiptoes for five seconds!","1","",""
"Floor is Lava","content","freeze-like-a-popsicle","freeze-like-a-popsicle.mp3","Freeze like a popsicle!","1","",""
"Floor is Lava","content","stand-on-one-leg-with-eyes-closed","stand-on-one-leg-with-eyes-closed.mp3","Stand on one leg with eyes closed!","1","",""
"Floor is Lava","content","hold-a-karate-pose","hold-a-karate-pose.mp3","Hold a karate pose!","1","",""
"Floor is Lava","content","reach-for-the-sky","reach-for-the-sky.mp3","Reach for the sky!","1","yes",""
"Floor is Lava","content","touch-your-toes","touch-your-toes.mp3","Touch your toes!","1","yes",""
"Floor is Lava","content","twist-side-to-side","twist-side-to-side.mp3","Twist side to side!","1","",""
"Floor is Lava","content","stretch-your-arms-out-wide","stretch-your-arms-out-wide.mp3","Stretch your arms out wide!","1","",""
"Floor is Lava","content","jump-to-safety","jump-to-safety.mp3","Jump to safety!","1","",""
"Floor is Lava","content","hop-from-rock-to-rock","hop-from-rock-to-rock.mp3","Hop from rock to rock!","1","",""
"Floor is Lava","content","climb-the-imaginary-mountain","climb-the-imaginary-mountain.mp3","Climb the imaginary mountain!","1","",""
"Floor is Lava","content","surf-across-the-lava","surf-across-the-lava.mp3","Surf across the lava!","1","",""
"Floor is Lava","content","balance-on-one-foot-lava-rising","balance-on-one-foot-lava-rising.mp3","Balance on one foot — lava rising!","1","",""
"Floor is Lava","content","the-lava-is-getting-closer","the-lava-is-getting-closer.mp3","The lava is getting closer!","1","",""
"Floor is Lava","content","the-ground-is-cracking","the-ground-is-cracking.mp3","The ground is cracking!","1","",""
"Floor is Lava","content","build-a-bridge-with-your-arms","build-a-bridge-with-your-arms.mp3","Build a bridge with your arms!","1","",""
"Floor is Lava","content","pretend-you-are-on-a-sinking-ship","pretend-you-are-on-a-sinking-ship.mp3","Pretend you are on a sinking ship!","1","",""
"Floor is Lava","content","earthquake-shake-the-ground","earthquake-shake-the-ground.mp3","Earthquake — shake the ground!","1","",""
"Floor is Lava","content","clap-a-fast-pattern-clapclappauseclap","clap-a-fast-pattern-clapclappauseclap.mp3","Clap a fast pattern: clap-clap-pause-clap!","1","",""
"Floor is Lava","content","pat-your-head-and-rub-your-tummy","pat-your-head-and-rub-your-tummy.mp3","Pat your head and rub your tummy!","1","",""
"Floor is Lava","content","wiggle-your-fingers-like-piano-keys","wiggle-your-fingers-like-piano-keys.mp3","Wiggle your fingers like piano keys!","1","",""
"Floor is Lava","content","stomp-left-right-left-right","stomp-left-right-left-right.mp3","Stomp left, right, left, right!","1","",""
"Floor is Lava","content","hop-on-one-foot-then-the-other","hop-on-one-foot-then-the-other.mp3","Hop on one foot, then the other!","1","",""
"Floor is Lava","content","do-a-silly-dance","do-a-silly-dance.mp3","Do a silly dance!","1","",""
"Floor is Lava","content","sing-your-name-out-loud","sing-your-name-out-loud.mp3","Sing your name out loud!","1","",""
"Floor is Lava","content","talk-like-a-robot","talk-like-a-robot.mp3","Talk like a robot!","1","",""
"Floor is Lava","content","walk-like-a-zombie","walk-like-a-zombie.mp3","Walk like a zombie!","1","",""
"Floor is Lava","content","do-a-superhero-pose","do-a-superhero-pose.mp3","Do a superhero pose!","1","",""
"Floor is Lava","content","pretend-to-be-a-tree","pretend-to-be-a-tree.mp3","Pretend to be a tree!","1","yes",""
"Floor is Lava","content","pretend-to-be-a-snowman","pretend-to-be-a-snowman.mp3","Pretend to be a snowman!","1","",""
"Floor is Lava","content","pretend-to-brush-your-teeth","pretend-to-brush-your-teeth.mp3","Pretend to brush your teeth!","1","",""
"Floor is Lava","content","pretend-to-be-asleep","pretend-to-be-asleep.mp3","Pretend to be asleep!","1","",""
"Floor is Lava","content","pretend-to-be-a-chef-cooking","pretend-to-be-a-chef-cooking.mp3","Pretend to be a chef cooking!","1","",""
"Floor is Lava","content","pretend-you-are-underwater","pretend-you-are-underwater.mp3","Pretend you are underwater!","1","",""
"Floor is Lava","content","pretend-to-ride-a-horse","pretend-to-ride-a-horse.mp3","Pretend to ride a horse!","1","",""
"Floor is Lava","content","tiptoe-like-a-ninja","tiptoe-like-a-ninja.mp3","Tiptoe like a ninja!","1","yes",""
"Floor is Lava","content","pretend-to-swim","pretend-to-swim.mp3","Pretend to swim!","1","",""
"Floor is Lava","content","pretend-to-fly","pretend-to-fly.mp3","Pretend to fly!","1","",""
"Floor is Lava","content","spin-around-three-times","spin-around-three-times.mp3","Spin around three times!","1","",""
"Floor is Lava","content","walk-backwards-five-steps","walk-backwards-five-steps.mp3","Walk backwards five steps!","1","",""
"Floor is Lava","content","crawl-like-a-baby","crawl-like-a-baby.mp3","Crawl like a baby!","1","",""
"Floor is Lava","content","wiggle-like-a-worm","wiggle-like-a-worm.mp3","Wiggle like a worm!","1","",""
"Floor is Lava","content","pretend-you-are-stuck-in-mud","pretend-you-are-stuck-in-mud.mp3","Pretend you are stuck in mud!","1","",""
"Floor is Lava","content","pretend-to-be-a-bouncing-ball","pretend-to-be-a-bouncing-ball.mp3","Pretend to be a bouncing ball!","1","",""
"Floor is Lava","content","pretend-to-be-popcorn-popping","pretend-to-be-popcorn-popping.mp3","Pretend to be popcorn popping!","1","",""
"Floor is Lava","content","floor-is-lava-climb-on-something","floor-is-lava-climb-on-something.mp3","FLOOR IS LAVA! Climb on something!","3","",""
"Floor is Lava","content","lava-everywhere-get-off-the-floor","lava-everywhere-get-off-the-floor.mp3","LAVA EVERYWHERE! Get off the floor!","3","",""
"Floor is Lava","content","the-ground-is-melting-find-higher-ground","the-ground-is-melting-find-higher-ground.mp3","The ground is melting! Find higher ground!","3","",""
"Floor is Lava","content","lava-lava-lava-get-up-high-now","lava-lava-lava-get-up-high-now.mp3","LAVA! LAVA! LAVA! Get up high NOW!","3","",""
"Floor is Lava","content","hot-lava-jump-on-the-couch","hot-lava-jump-on-the-couch.mp3","HOT LAVA! Jump on the couch!","3","",""
"Floor is Lava","content","the-floor-is-burning-get-up","the-floor-is-burning-get-up.mp3","THE FLOOR IS BURNING! Get up!","3","",""
"Floor is Lava","content","molten-rock-everywhere-climb","molten-rock-everywhere-climb.mp3","MOLTEN ROCK EVERYWHERE! Climb!","3","",""
"Floor is Lava","content","lava-river-get-to-safety","lava-river-get-to-safety.mp3","LAVA RIVER! Get to safety!","3","",""
"Floor is Lava","content","volcano-erupting-get-high","volcano-erupting-get-high.mp3","VOLCANO ERUPTING! Get high!","3","",""
"Floor is Lava","content","scorching-ground-off-the-floor","scorching-ground-off-the-floor.mp3","SCORCHING GROUND! Off the floor!","3","",""
"Heroes & Villains","system","mwa-ha-ha-great-evildoing","mwa-ha-ha-great-evildoing.mp3","Mwa ha ha! Great evil-doing!","2","","closing line — Villain role"
"Heroes & Villains","system","great-work-hero-or-villain","great-work-hero-or-villain.mp3","Great work, hero or villain!","2","","closing line — Both role"
"Heroes & Villains","system","you-saved-the-day-great-job-hero","you-saved-the-day-great-job-hero.mp3","You saved the day! Great job hero!","2","","closing line — Hero role"
"Heroes & Villains","content","fly-through-the-sky","fly-through-the-sky.mp3","Fly through the sky!","1","",""
"Heroes & Villains","content","run-at-lightning-speed","run-at-lightning-speed.mp3","Run at lightning speed!","1","",""
"Heroes & Villains","content","teleport-across-the-room","teleport-across-the-room.mp3","Teleport across the room!","1","",""
"Heroes & Villains","content","phase-through-a-wall","phase-through-a-wall.mp3","Phase through a wall!","1","",""
"Heroes & Villains","content","swing-on-a-web","swing-on-a-web.mp3","Swing on a web!","1","",""
"Heroes & Villains","content","glide-through-the-air","glide-through-the-air.mp3","Glide through the air!","1","",""
"Heroes & Villains","content","soar-like-an-eagle","soar-like-an-eagle.mp3","Soar like an eagle!","1","yes",""
"Heroes & Villains","content","dash-so-fast-you-blur","dash-so-fast-you-blur.mp3","Dash so fast you blur!","1","",""
"Heroes & Villains","content","skid-to-a-heroic-stop","skid-to-a-heroic-stop.mp3","Skid to a heroic stop!","1","",""
"Heroes & Villains","content","hover-in-midair","hover-in-midair.mp3","Hover in mid-air!","1","",""
"Heroes & Villains","content","super-strength-lift-something-heavy","super-strength-lift-something-heavy.mp3","Super strength! Lift something heavy!","1","",""
"Heroes & Villains","content","do-a-hulking-smash","do-a-hulking-smash.mp3","Do a hulking SMASH!","1","",""
"Heroes & Villains","content","punch-a-bad-guy-bam","punch-a-bad-guy-bam.mp3","Punch a bad guy! Bam!","1","",""
"Heroes & Villains","content","catch-a-falling-building","catch-a-falling-building.mp3","Catch a falling building!","1","",""
"Heroes & Villains","content","pick-up-a-car","pick-up-a-car.mp3","Pick up a car!","1","",""
"Heroes & Villains","content","crush-a-rock-with-your-bare-hands","crush-a-rock-with-your-bare-hands.mp3","Crush a rock with your bare hands!","1","",""
"Heroes & Villains","content","flip-a-giant-boulder","flip-a-giant-boulder.mp3","Flip a giant boulder!","1","",""
"Heroes & Villains","content","crack-a-sidewalk-with-your-fist","crack-a-sidewalk-with-your-fist.mp3","Crack a sidewalk with your fist!","1","",""
"Heroes & Villains","content","bend-a-steel-bar","bend-a-steel-bar.mp3","Bend a steel bar!","1","",""
"Heroes & Villains","content","lift-a-hippo-over-your-head","lift-a-hippo-over-your-head.mp3","Lift a hippo over your head!","1","",""
"Heroes & Villains","content","shoot-laser-eyes-pew-pew","shoot-laser-eyes-pew-pew.mp3","Shoot laser eyes! Pew pew!","1","",""
"Heroes & Villains","content","shoot-fire-from-your-hands","shoot-fire-from-your-hands.mp3","Shoot fire from your hands!","1","",""
"Heroes & Villains","content","shoot-ice-from-your-hands","shoot-ice-from-your-hands.mp3","Shoot ice from your hands!","1","",""
"Heroes & Villains","content","send-out-a-thunderclap","send-out-a-thunderclap.mp3","Send out a thunderclap!","1","",""
"Heroes & Villains","content","throw-a-lightning-bolt","throw-a-lightning-bolt.mp3","Throw a lightning bolt!","1","",""
"Heroes & Villains","content","freeze-breath-frost-everything","freeze-breath-frost-everything.mp3","Freeze breath! Frost everything!","1","",""
"Heroes & Villains","content","heat-vision-melt-the-bad-guys","heat-vision-melt-the-bad-guys.mp3","Heat vision! Melt the bad guys!","1","",""
"Heroes & Villains","content","raise-your-arms-and-summon-the-wind","raise-your-arms-and-summon-the-wind.mp3","Raise your arms and summon the wind!","1","",""
"Heroes & Villains","content","call-down-the-rain-with-a-battle-cry","call-down-the-rain-with-a-battle-cry.mp3","Call down the rain with a battle cry!","1","",""
"Heroes & Villains","content","make-a-giant-tidal-wave","make-a-giant-tidal-wave.mp3","Make a giant tidal wave!","1","",""
"Heroes & Villains","content","plant-powers-grow-vines","plant-powers-grow-vines.mp3","Plant powers! Grow vines!","1","",""
"Heroes & Villains","content","summon-a-sandstorm","summon-a-sandstorm.mp3","Summon a sandstorm!","1","",""
"Heroes & Villains","content","make-the-earth-shake","make-the-earth-shake.mp3","Make the earth shake!","1","",""
"Heroes & Villains","content","cast-a-magic-spell","cast-a-magic-spell.mp3","Cast a magic spell!","1","",""
"Heroes & Villains","content","throw-a-glowing-energy-ball","throw-a-glowing-energy-ball.mp3","Throw a glowing energy ball!","1","",""
"Heroes & Villains","content","wrap-yourself-in-golden-light","wrap-yourself-in-golden-light.mp3","Wrap yourself in golden light!","1","",""
"Heroes & Villains","content","use-telekinesis-move-stuff-with-your-mind","use-telekinesis-move-stuff-with-your-mind.mp3","Use telekinesis! Move stuff with your mind!","1","",""
"Heroes & Villains","content","press-your-temples-read-their-mind","press-your-temples-read-their-mind.mp3","Press your temples — read their mind!","1","",""
"Heroes & Villains","content","use-mind-control-on-a-villain","use-mind-control-on-a-villain.mp3","Use mind control on a villain!","1","",""
"Heroes & Villains","content","squint-hard-and-beam-a-thought","squint-hard-and-beam-a-thought.mp3","Squint hard and beam a thought!","1","",""
"Heroes & Villains","content","brainwave-attack","brainwave-attack.mp3","Brainwave attack!","1","",""
"Heroes & Villains","content","freeze-you-just-saw-the-future","freeze-you-just-saw-the-future.mp3","Freeze — you just saw the future!","1","",""
"Heroes & Villains","content","become-invisible-sneak-around","become-invisible-sneak-around.mp3","Become invisible! Sneak around!","1","",""
"Heroes & Villains","content","danger-sense-dodge","danger-sense-dodge.mp3","Danger sense! Dodge!","1","",""
"Heroes & Villains","content","super-hearing-listen-far-away","super-hearing-listen-far-away.mp3","Super hearing! Listen far away!","1","",""
"Heroes & Villains","content","xray-vision-see-through-walls","xray-vision-see-through-walls.mp3","X-ray vision! See through walls!","1","",""
"Heroes & Villains","content","cloak-yourself-in-shadow","cloak-yourself-in-shadow.mp3","Cloak yourself in shadow!","1","",""
"Heroes & Villains","content","tracker-mode-sniff-out-the-bad-guys","tracker-mode-sniff-out-the-bad-guys.mp3","Tracker mode! Sniff out the bad guys!","1","",""
"Heroes & Villains","content","throw-your-hero-shield","throw-your-hero-shield.mp3","Throw your hero shield!","1","",""
"Heroes & Villains","content","spin-your-magic-lasso","spin-your-magic-lasso.mp3","Spin your magic lasso!","1","",""
"Heroes & Villains","content","swing-a-mighty-thunder-hammer","swing-a-mighty-thunder-hammer.mp3","Swing a mighty thunder hammer!","1","",""
"Heroes & Villains","content","slash-with-metal-claws","slash-with-metal-claws.mp3","Slash with metal claws!","1","",""
"Heroes & Villains","content","summon-your-iron-armor","summon-your-iron-armor.mp3","Summon your iron armor!","1","",""
"Heroes & Villains","content","aim-your-bow-and-arrow","aim-your-bow-and-arrow.mp3","Aim your bow and arrow!","1","",""
"Heroes & Villains","content","light-up-your-power-ring","light-up-your-power-ring.mp3","Light up your power ring!","1","",""
"Heroes & Villains","content","strike-a-brooding-hero-glare","strike-a-brooding-hero-glare.mp3","Strike a brooding hero glare!","1","",""
"Heroes & Villains","content","strike-a-hero-pose","strike-a-hero-pose.mp3","Strike a hero pose!","1","",""
"Heroes & Villains","content","cape-twirl-and-pose","cape-twirl-and-pose.mp3","Cape twirl and pose!","1","",""
"Heroes & Villains","content","wield-twin-swords","wield-twin-swords.mp3","Wield twin swords!","1","",""
"Heroes & Villains","content","pull-out-a-glowing-battle-staff","pull-out-a-glowing-battle-staff.mp3","Pull out a glowing battle staff!","1","",""
"Heroes & Villains","content","crack-a-whip-of-lightning","crack-a-whip-of-lightning.mp3","Crack a whip of lightning!","1","",""
"Heroes & Villains","content","throw-spinning-star-blades","throw-spinning-star-blades.mp3","Throw spinning star blades!","1","",""
"Heroes & Villains","content","bulk-up-and-get-angry","bulk-up-and-get-angry.mp3","BULK UP and get angry!","1","",""
"Heroes & Villains","content","shapeshift-into-something-cool","shapeshift-into-something-cool.mp3","Shape-shift into something cool!","1","",""
"Heroes & Villains","content","grow-giant","grow-giant.mp3","Grow giant!","1","",""
"Heroes & Villains","content","shrink-down-tiny","shrink-down-tiny.mp3","Shrink down tiny!","1","",""
"Heroes & Villains","content","stretch-your-arms-out-long","stretch-your-arms-out-long.mp3","Stretch your arms out long!","1","",""
"Heroes & Villains","content","turn-to-stone","turn-to-stone.mp3","Turn to stone!","1","",""
"Heroes & Villains","content","catch-fire","catch-fire.mp3","Catch fire!","1","",""
"Heroes & Villains","content","bounce-like-rubber","bounce-like-rubber.mp3","Bounce like rubber!","1","",""
"Heroes & Villains","content","sprout-giant-wings","sprout-giant-wings.mp3","Sprout giant wings!","1","",""
"Heroes & Villains","content","grow-a-tail-and-fangs","grow-a-tail-and-fangs.mp3","Grow a tail and fangs!","1","",""
"Heroes & Villains","content","turn-into-a-wolf","turn-into-a-wolf.mp3","Turn into a wolf!","1","",""
"Heroes & Villains","content","roar-like-a-hero-beast","roar-like-a-hero-beast.mp3","Roar like a hero beast!","1","",""
"Heroes & Villains","content","roar-a-command-to-the-animals","roar-a-command-to-the-animals.mp3","Roar a command to the animals!","1","",""
"Heroes & Villains","content","climb-a-wall-like-a-spider","climb-a-wall-like-a-spider.mp3","Climb a wall like a spider!","1","",""
"Heroes & Villains","content","pounce-like-a-tiger","pounce-like-a-tiger.mp3","Pounce like a tiger!","1","",""
"Heroes & Villains","content","sting-like-a-hornet","sting-like-a-hornet.mp3","Sting like a hornet!","1","",""
"Heroes & Villains","content","bite-with-snake-fangs","bite-with-snake-fangs.mp3","Bite with snake fangs!","1","",""
"Heroes & Villains","content","howl-at-the-full-moon-and-turn-into-a-werewolf","howl-at-the-full-moon-and-turn-into-a-werewolf.mp3","Howl at the full moon and turn into a werewolf!","1","",""
"Heroes & Villains","content","sprout-fangs-and-turn-into-a-friendly-vampire","sprout-fangs-and-turn-into-a-friendly-vampire.mp3","Sprout fangs and turn into a friendly vampire!","1","",""
"Heroes & Villains","content","erupt-into-a-roaring-dragon","erupt-into-a-roaring-dragon.mp3","Erupt into a roaring dragon!","1","",""
"Heroes & Villains","content","burst-into-flames-as-a-fire-phoenix","burst-into-flames-as-a-fire-phoenix.mp3","Burst into flames as a fire phoenix!","1","",""
"Heroes & Villains","content","pound-your-chest-as-a-giant-gorilla-guardian","pound-your-chest-as-a-giant-gorilla-guardian.mp3","Pound your chest as a giant gorilla guardian!","1","",""
"Heroes & Villains","content","become-a-kraken-with-eight-tentacles","become-a-kraken-with-eight-tentacles.mp3","Become a kraken with eight tentacles!","1","",""
"Heroes & Villains","content","scatter-into-a-swarm-of-butterflies","scatter-into-a-swarm-of-butterflies.mp3","Scatter into a swarm of butterflies!","1","",""
"Heroes & Villains","content","transform-into-a-charging-unicorn","transform-into-a-charging-unicorn.mp3","Transform into a charging unicorn!","1","",""
"Heroes & Villains","content","grow-dolphin-fins-and-dive-deep","grow-dolphin-fins-and-dive-deep.mp3","Grow dolphin fins and dive deep!","1","",""
"Heroes & Villains","content","shapeshift-into-a-galloping-centaur","shapeshift-into-a-galloping-centaur.mp3","Shapeshift into a galloping centaur!","1","",""
"Heroes & Villains","content","become-a-glowing-jellyfish-creature","become-a-glowing-jellyfish-creature.mp3","Become a glowing jellyfish creature!","1","",""
"Heroes & Villains","content","transform-into-a-thunder-eagle-with-lightning-wings","transform-into-a-thunder-eagle-with-lightning-wings.mp3","Transform into a thunder eagle with lightning wings!","1","",""
"Heroes & Villains","content","pull-into-your-turtle-shell-to-defend","pull-into-your-turtle-shell-to-defend.mp3","Pull into your turtle shell to defend!","1","",""
"Heroes & Villains","content","become-a-spiked-hedgehog-warrior","become-a-spiked-hedgehog-warrior.mp3","Become a spiked hedgehog warrior!","1","",""
"Heroes & Villains","content","root-into-a-living-tree-giant","root-into-a-living-tree-giant.mp3","Root into a living tree giant!","1","",""
"Heroes & Villains","content","put-up-a-force-field","put-up-a-force-field.mp3","Put up a force field!","1","",""
"Heroes & Villains","content","block-bullets-with-your-wrist-guards","block-bullets-with-your-wrist-guards.mp3","Block bullets with your wrist guards!","1","",""
"Heroes & Villains","content","raise-a-magic-barrier","raise-a-magic-barrier.mp3","Raise a magic barrier!","1","",""
"Heroes & Villains","content","deflect-a-punch-with-your-forearm","deflect-a-punch-with-your-forearm.mp3","Deflect a punch with your forearm!","1","",""
"Heroes & Villains","content","dive-and-catch-a-falling-friend","dive-and-catch-a-falling-friend.mp3","Dive and catch a falling friend!","1","",""
"Heroes & Villains","content","rescue-a-kitten-from-a-tree","rescue-a-kitten-from-a-tree.mp3","Rescue a kitten from a tree!","1","",""
"Heroes & Villains","content","stop-a-runaway-train","stop-a-runaway-train.mp3","Stop a runaway train!","1","",""
"Heroes & Villains","content","catch-a-falling-person","catch-a-falling-person.mp3","Catch a falling person!","1","",""
"Heroes & Villains","content","defuse-a-bomb","defuse-a-bomb.mp3","Defuse a bomb!","1","",""
"Heroes & Villains","content","take-a-heroic-bow-for-the-crowd","take-a-heroic-bow-for-the-crowd.mp3","Take a heroic bow for the crowd!","1","",""
"Heroes & Villains","content","carry-an-old-lady-across-a-busy-street","carry-an-old-lady-across-a-busy-street.mp3","Carry an old lady across a busy street!","1","",""
"Heroes & Villains","content","save-a-baby-from-danger","save-a-baby-from-danger.mp3","Save a baby from danger!","1","",""
"Heroes & Villains","content","lead-the-team-into-battle","lead-the-team-into-battle.mp3","Lead the team into battle!","1","",""
"Heroes & Villains","content","plant-a-flag-of-victory","plant-a-flag-of-victory.mp3","Plant a flag of victory!","1","",""
"Heroes & Villains","content","free-trapped-friends","free-trapped-friends.mp3","Free trapped friends!","1","",""
"Heroes & Villains","content","slow-down-time","slow-down-time.mp3","Slow down time!","1","",""
"Heroes & Villains","content","open-a-portal-to-another-dimension","open-a-portal-to-another-dimension.mp3","Open a portal to another dimension!","1","",""
"Heroes & Villains","content","time-travel-back-five-seconds","time-travel-back-five-seconds.mp3","Time travel back five seconds!","1","",""
